"heading_id","line","number_text","number","title","flags","end_line","content_characters","contains_author_ps","duplicate_title"
"294","50720","七十九","79","何等天真！","","50925","3786","True","False"
"295","50926","八十","80","这就动手？!","","51123","3596","True","False"
"296","51124","八十一","81","剑影蛊（两章合一）","","51457","6972","True","False"
"297","51458","八十二","82","熊力虚影","","51691","3556","True","False"
"298","51692","八十三","83","灵光一闪蛊","","51877","3611","True","False"
"299","51878","八十四","84","得手","","52087","3567","True","False"
"300","52088","八十五","85","一，二，五","","52287","3563","True","False"
"301","52288","八十六","86","全力以赴蛊","","52447","3423","False","False"
"302","52448","八十七","87","牛刀小试先一场","","52631","3536","True","False"
"303","52632","八十八","88","名声蛊","","52825","3607","False","False"
"304","52826","八十九","89","力道修行有玄机","","53081","3842","False","False"
"305","53082","九十","90","不能阻挡我","","53269","3511","False","False"
"306","53270","九十一","91","方源vs李好（上）","","53503","3594","True","False"
"307","53504","九十二","92","方源vs李好（下）","","53785","4208","True","False"
"308","53786","九十三","93","法则碎片，大道之痕","","53979","3714","True","False"
"309","53980","九十四","94","苍天无眼啊","","54187","3530","True","False"
"310","54188","九十五","95","罪犯必要严惩！","","54349","3490","False","False"
"311","54350","九十六","96","其实，我也是受害者","","54523","3582","True","False"
"312","54524","九十七","97","拍卖会","","54743","3678","True","False"
"313","54744","九十八","98","一蹴而就蛊","","54961","3704","True","False"
"314","54962","九十九","99","白凝冰vs铁刀苦","","55195","3797","True","False"
"315","55196","一百","100","闭嘴，你这头肥猪！","","55389","3644","False","False"
"316","55390","一百零一","101","方源vs朱八（上）","","55639","3652","False","False"
"317","55640","一百零二","102","方源vs朱八（下）","","55831","3507","False","False"
"318","55832","一百零三","103","铁若男","","56005","3436","False","False"
"319","56006","一百零四","104","真想扼杀掉","","56165","3505","False","False"
"320","56166","一百零五","105","苦力蛊","","56381","3698","True","False"
"321","56382","一百零六","106","拍卖（上）","","56557","3643","False","False"
"322","56558","一百零七","107","拍卖（中）","","56747","3443","False","False"
"323","56748","一百零八","108","拍卖（下）","","56961","3769","False","False"
"324","56962","一百零九","109","拍卖（终）","","57171","3683","False","False"
"325","57172","一百一十","110","心慈之志","","57343","3639","True","False"
"326","57344","一百一十一","111","你这个无耻小人！","","57495","3426","True","False"
"327","57496","一百一十二","112","其实我是个善良的人","","57673","3507","True","False"
"328","57674","一百一十三","113","再到三转巅峰","","57891","3636","False","False"
"329","57892","一百一十四","114","白凝冰VS炎突","","58119","3697","True","False"
"330","58120","一百一十五","115","胜和败","","58465","5032","False","False"
"331","58466","一百一十六","116","硬气蛊","","58657","3599","True","False"
"332","58658","一百一十七","117","必胜魔心","","58883","3662","True","False"
"333","58884","一百一十八","118","方源vs巨开碑（上）","","59131","3633","True","False"
"334","59132","一百一十九","119","方源vs巨开碑（中）","","59331","3730","False","False"
"335","59332","一百二十","120","方源vs巨开碑（下）","","59579","3766","True","False"
"336","59580","一百二十一","121","一飞冲天","","59795","3596","True","False"
"337","59796","一百二十二","122","商家城喧腾","","59959","3477","True","False"
"338","59960","一百二十三","123","竞争压力","","60101","3364","False","False"
"339","60102","一百二十四","124","三王传承开启","","60307","3736","True","False"
"340","60308","一百二十五","125","大赚一笔","","60481","3517","True","False"
"341","60482","一百二十六","126","仙之福地","","60627","3623","True","False"
"342","60628","一百二十七","127","九眼酒虫","","60799","3628","True","False"
"343","60800","一百二十八","128","才貌双全，心慈风采","","60987","4720","True","False"
"344","60988","一百二十九","129","都是吃","","61167","3466","False","False"
"345","61168","一百三十","130","雄家三兄弟","","61349","3499","False","False"
"346","61350","一百三十一","131","卫德馨","","61523","3563","True","False"
"347","61524","一百三十二","132","晋升四转","","61715","3511","True","False"
"348","61716","一百三十三","133","周全的震骇","","61901","3462","True","False"
"349","61902","一百三十四","134","离开商家城","","62101","4039","True","False"
"350","62102","一百三十五","135","仙鹤门，方正","","62297","3630","True","False"
"351","62298","一百三十六","136","白狐蛊仙传承","","62455","3553","True","False"
"352","62456","一百三十七","137","英雄救美","","62627","3557","False","False"
"353","62628","一百三十八","138","见死不救","","62827","3636","False","False"
"354","62828","一百三十九","139","狐魅儿","","63011","3579","True","False"
"355","63012","一百四十","140","麻烦","","63163","3471","True","False"
"356","63164","一百四十一","141","打成肉渣","","63377","3600","True","False"
"357","63378","一百四十二","142","何等的穷凶极恶！","","63547","3457","True","False"
"358","63548","一百四十三","143","彪","","63751","3485","True","False"
"359","63752","一百四十四","144","卑劣无耻","","63981","3784","True","False"
"360","63982","一百四十五","145","有才无德","","64143","3440","True","False"
"361","64144","一百四十六","146","横冲直撞蛊","","64333","3535","True","False"
"362","64334","一百四十七","147","初入犬王传承","","64541","3487","True","False"
"363","64542","一百四十八","148","何等的奴道造诣！","","64737","3527","True","False"
"364","64738","一百四十九","149","菊花秋田犬","","64931","3518","True","False"
"365","64932","一百五十","150","大电文狗","","65147","3796","False","False"
"366","65148","一百五十一","151","狗胆蛊","","65323","3438","True","False"
"367","65324","一百五十二","152","一心多用蛊","","65527","3613","True","False"
"368","65528","一百五十三","153","随手杀了","","65717","3482","True","False"
"369","65718","一百五十四","154","雷猪、岩鳄","","65889","3532","True","False"
"370","65890","一百五十五","155","古铜皮蛊","","66051","3484","True","False"
"371","66052","一百五十六","156","易火的招揽","","66209","3524","False","False"
"372","66210","一百五十七","157","身上有毛的人","","66433","3616","True","False"
"373","66434","一百五十八","158","毛民的传说","","66619","3502","True","False"
"374","66620","一百五十九","159","新底牌","","66809","3486","True","False"
"375","66810","一百六十","160","拦截","","66977","3496","True","False"
"376","66978","一百六十一","161","以一对七(上)","","67199","3629","True","False"
"377","67200","一百六十二","162","以一对七(中)","","67395","3519","True","False"
"378","67396","一百六十三","163","以一对七(下)","","67551","3453","True","False"
"379","67552","一百六十四","164","以一对七(终)","","67731","3520","True","False"
"380","67732","一百六十五","165","声名大噪！","","67919","3732","False","False"
"381","67920","一百六十六","166","狐仙福地开启","","68089","3464","False","False"
"382","68090","一百六十七","167","地灵","","68211","3485","False","False"
"383","68212","一百六十八","168","这年头干爹不好当","","68361","3457","True","False"
"384","68362","一百六十九","169","撕了童子","","68551","3546","False","False"
"385","68552","一百七十","170","魔道的觉悟","","68719","3467","False","False"
"386","68720","一百七十一","171","铁家的荣耀","","68881","3776","True","False"
"387","68882","一百七十二","172","且让他飞得再高些","","69039","3471","True","False"
"388","69040","一百七十三","173","地灵——蛊仙之殇","","69195","3670","True","False"
"389","69196","一百七十四","174","五转大战","","69373","3547","True","False"
"390","69374","一百七十五","175","福地有灾劫","","69521","3395","True","False"
"391","69522","一百七十六","176","群雄并现","","69707","3603","True","False"
"392","69708","一百七十七","177","方源主动寻死","","69907","3717","True","False"
"393","69908","一百七十八","178","炼仙蛊！","","70101","3563","True","False"
"394","70102","一百七十九","179","他死了","","70347","4857","True","False"
"395","70348","一百八十","180","一切皆在谋算中","","70511","3724","True","False"
"396","70512","一百八十一","181","屠戮五转","","70707","3610","True","False"
"397","70708","一百八十二","182","都要死！","","70871","3412","True","False"
"398","70872","一百八十三","183","继续杀","","71045","3441","True","False"
"399","71046","一百八十四","184","宇宙奥义，红莲魔尊","","71183","3642","True","False"
"400","71184","一百八十五","185","狡诈鬼医，生死秘门","","71331","3645","True","False"
"401","71332","一百八十六","186","恩怨情仇","","71459","3497","True","False"
"402","71460","一百八十七","187","他也死了","","71661","3701","True","False"
"403","71662","一百八十八","188","五转奴隶蛊","","71827","3563","True","False"
"404","71828","一百八十九","189","青天碧空，狐仙金煌","","72009","3466","True","False"
"405","72010","一百九十","190","只差最后一步","","72225","3845","True","False"
"406","72226","一百九十一","191","魔无天","","72403","3447","True","False"
"407","72404","一百九十二","192","魔道联军","","72579","3467","True","False"
"408","72580","一百九十三","193","正魔齐攻","","72753","3549","True","False"
"409","72754","一百九十四","194","群攻","","72951","3589","True","False"
"410","72952","一百九十五","195","大功告成！","","73145","3737","True","False"
"411","73146","一百九十六","196","白凝冰？","","73359","3740","True","False"
"412","73360","一百九十七","197","白凝冰！","","73511","3595","True","False"
"413","73512","一百九十八","198","战斗才刚刚开始","","73695","3711","True","False"
"414","73696","一百九十九","199","为山九仞功亏一篑","","73899","3510","True","False"
"415","73900","二百","200","春秋蝉！","","74079","3847","True","False"
"416","74080","二百零一","201","人生匆匆百年，不过一场豪赌！","","74251","3693","True","False"
